corpus_id;sentence_position;position;value
4;14;10;kein
4;14;11;Heiliger
4;14;12;um
4;14;13;!
4;15;1;Awwer
4;15;1;,
4;15;2;papa
4;15;3;!
4;16;1;Toi
4;16;1;,
4;16;2;tais-toi
4;16;3;!
4;17;1;Unn
4;17;1;du
4;17;2;hierothsch
4;17;3;de
4;17;4;Baron
4;17;5;de
4;17;6;Rose
4;17;7;,
4;17;8;wie
4;17;9;am
4;17;10;Sundaa
4;17;11;uff
4;17;12;Visit
4;17;13;kummt
4;17;14;.
4;18;1;Niemols
4;18;1;,
4;18;2;Babbe
4;18;3;!
4;19;1;Niemols
4;19;1;!
4;20;1;So
4;20;1;?
4;21;1;Eh
4;21;1;bien
4;21;2;,
4;21;3;ich
4;21;4;will
4;21;5;sehn
4;21;6;,
4;21;7;wer
4;21;8;Herr
4;21;9;im
4;21;10;Hüs
4;21;11;isch
4;21;12;,
4;21;13;ich
4;21;14;odder
4;21;15;Ihr
4;21;16;!
4;22;1;O
4;22;1;,
4;22;2;wie
4;22;3;bin
4;22;4;ich
4;22;5;unglüecklich
4;22;6;!
4;23;1;Charles
4;23;1;,
4;23;2;wenn
4;23;3;du
4;23;4;wüescht
4;23;5;,
4;23;6;wie
4;23;7;ich
4;23;8;dich
4;23;9;gern
4;23;10;hab
4;23;11;!
4;24;1;Lisa
4;24;1;!
4;25;1;Charles
4;25;1;,
4;25;2;ich
4;25;3;hab
4;25;4;dich
4;25;5;gar
4;25;6;nit
4;25;7;erüs
4;25;8;höre
4;25;9;kumme
4;25;10;.
4;26;1;Du
4;26;1;hesch
4;26;2;doch
4;26;3;nit
4;26;4;ghört
4;26;5;,
4;26;6;was
4;26;7;ich
4;26;8;ewe
4;26;9;do
4;26;10;for
4;26;11;mich
4;26;12;gsaat
4;26;13;hab
4;26;14;?
