corpus_name;sentence_position;position;value
wikipedia2;13;13;Tractatus
wikipedia2;13;14;de
wikipedia2;13;15;arte
wikipedia2;13;16;praedicandi
wikipedia2;13;17;“
wikipedia2;13;18;ìm
wikipedia2;13;19;Johr
wikipedia2;13;20;1465
wikipedia2;13;21;.
wikipedia2;14;1;Àwer
wikipedia2;14;2;Johannes
wikipedia2;14;3;Mentelin
wikipedia2;14;4;hàt
wikipedia2;14;5;wohrschins
wikipedia2;14;6;scho
wikipedia2;14;7;zìmlig
wikipedia2;14;8;friajher
wikipedia2;14;9;fànga-n-à
wikipedia2;14;10;drucka
wikipedia2;14;11;sogàr
wikipedia2;14;12;scho
wikipedia2;14;13;ànna
wikipedia2;14;14;1458
wikipedia2;14;15;.
wikipedia2;15;1;Si
wikipedia2;15;2;ältschta
wikipedia2;15;3;bekànnta
wikipedia2;15;4;Druckwark
wikipedia2;15;5;ìsch
wikipedia2;15;6;a
wikipedia2;15;7;làtiinischa
wikipedia2;15;8;Bibel
wikipedia2;15;9;ìn
wikipedia2;15;10;49
wikipedia2;15;11;Ziila
wikipedia2;15;12;(
wikipedia2;15;13;„
wikipedia2;15;14;B49
wikipedia2;15;15;“
wikipedia2;15;16;)
wikipedia2;15;17;dr
wikipedia2;15;18;erscht
wikipedia2;15;19;Bànd
wikipedia2;15;20;ìsch
wikipedia2;15;21;vum
wikipedia2;15;22;Johr
wikipedia2;15;23;1460
wikipedia2;15;24;.
wikipedia2;16;1;S
wikipedia2;16;2;Gschaft
wikipedia2;16;3;vum
wikipedia2;16;4;Johannes
wikipedia2;16;5;Mentelin
wikipedia2;16;6;hàt
wikipedia2;16;7;schnall
wikipedia2;16;8;Erfolg
wikipedia2;16;9;bikumma
wikipedia2;16;10;ar
wikipedia2;16;11;ìsch
wikipedia2;16;12;a
wikipedia2;16;13;riicher
wikipedia2;16;14;Mànn
wikipedia2;16;15;worra
wikipedia2;16;16;.
wikipedia2;17;1;Ànna
wikipedia2;17;2;1466
wikipedia2;17;3;hàt
wikipedia2;17;4;'r
wikipedia2;17;5;sìch
wikipedia2;17;6;sogàr
wikipedia2;17;7;a
wikipedia2;17;8;Wàppa
wikipedia2;17;9;loo
wikipedia2;17;10;màcha
wikipedia2;17;11;.
wikipedia2;18;1;Noh
wikipedia2;18;2;ebbena
wikipedia2;18;3;20
wikipedia2;18;4;Johr
wikipedia2;18;5;Büechdruckarèi
wikipedia2;18;6;ìsch
wikipedia2;18;7;Mentelin
wikipedia2;18;8;àm
wikipedia2;18;9;12.
wikipedia2;18;10;Dezamber
wikipedia2;18;11;1478
wikipedia2;18;12;z'
wikipedia2;18;13;Stroßburri
wikipedia2;18;14;gstorwa
wikipedia2;18;15;.
wikipedia2;19;1;Ar
wikipedia2;19;2;ìsch
wikipedia2;19;3;uffem
wikipedia2;19;4;Kirchhof
wikipedia2;19;5;vu
wikipedia2;19;6;dr
wikipedia2;19;7;St.-Michaels-Kapelle
wikipedia2;19;8;(
wikipedia2;19;9;wo
wikipedia2;19;10;'s
wikipedia2;19;11;nìmm
wikipedia2;19;12;gìtt
wikipedia2;19;13;)
wikipedia2;19;14;vergràwa
wikipedia2;19;15;.
wikipedia2;20;1;Speeter
wikipedia2;20;2;ìsch
wikipedia2;20;3;sina
wikipedia2;20;4;Laicha
wikipedia2;20;5;ìn
wikipedia2;20;6;dr
wikipedia2;20;7;Stroßburger
wikipedia2;20;8;Mìnschter
wikipedia2;20;9;kumma
wikipedia2;20;10;.
wikipedia2;21;1;Sina
wikipedia2;21;2;zwei
wikipedia2;21;3;Tächter
wikipedia2;21;4;han
wikipedia2;21;5;d
wikipedia2;21;6;Büechdrucker
wikipedia2;21;7;Martin
wikipedia2;21;8;Schott
wikipedia2;21;9;un
wikipedia2;21;10;Adolf
wikipedia2;21;11;Rusch
wikipedia2;21;12;ghirota
wikipedia2;21;13;.
wikipedia2;22;1;Dr
wikipedia2;22;2;Letzterer
wikipedia2;22;3;àui
wikipedia2;22;4;„
wikipedia2;22;5;Drucker
wikipedia2;22;6;mìt
wikipedia2;22;7;da
wikipedia2;22;8;bizàrra
wikipedia2;22;9;R
wikipedia2;22;10;“
wikipedia2;22;11;gnannt
wikipedia2;22;12;hàt
wikipedia2;22;13;d
wikipedia2;22;14;Leitung
wikipedia2;22;15;vu
wikipedia2;22;16;dr
wikipedia2;22;17;Offizin
wikipedia2;22;18;ìwergnumma
wikipedia2;22;19;.
wikipedia2;23;1;Wark
wikipedia2;23;2;Ar
wikipedia2;23;3;hàt
wikipedia2;23;4;meischtens
wikipedia2;23;5;Biacher
wikipedia2;23;6;ìwer
wikipedia2;23;7;Theologie
wikipedia2;23;8;un
wikipedia2;23;9;Philosophie
wikipedia2;23;10;uf
wikipedia2;23;11;Làtiinisch
wikipedia2;23;12;druckt
wikipedia2;23;13;
wikipedia2;23;14;gstudiarta
wikipedia2;23;15;Litt
wikipedia2;23;16;hann
wikipedia2;23;17;d
wikipedia2;23;18;Quàlität
wikipedia2;23;19;vu
wikipedia2;23;20;da
wikipedia2;23;21;Text
wikipedia2;23;22;nohglüegt
wikipedia2;23;23;un
wikipedia2;23;24;han
wikipedia2;23;25;sa
wikipedia2;23;26;verbessert
wikipedia2;23;27;vor
wikipedia2;23;28;em
wikipedia2;23;29;Drucka
wikipedia2;23;30;.
wikipedia2;24;1;Uf
wikipedia2;24;2;Hochditsch
wikipedia2;24;3;hàt
wikipedia2;24;4;'r
wikipedia2;24;5;Literàtur
wikipedia2;24;6;vum
wikipedia2;24;7;Mìttelàlter
wikipedia2;24;8;druckt
wikipedia2;24;9;wia
wikipedia2;24;10;zum
wikipedia2;24;11;Beispiel
wikipedia2;24;12;„
wikipedia2;24;13;Parzival
wikipedia2;24;14;“
wikipedia2;24;15;vum
wikipedia2;24;16;Wolfram
wikipedia2;24;17;von
wikipedia2;24;18;Eschenbach
wikipedia2;24;19;un
wikipedia2;24;20;„
wikipedia2;24;21;Titurel
wikipedia2;24;22;“
wikipedia2;24;23;vum
wikipedia2;24;24;Albrecht
wikipedia2;24;25;von
wikipedia2;24;26;Scharfenberg
wikipedia2;24;27;.
wikipedia2;25;1;Ìm
wikipedia2;25;2;Gsàmta
wikipedia2;25;3;hàt
wikipedia2;25;4;'r
wikipedia2;25;5;ungfahr
wikipedia2;25;6;40
wikipedia2;25;7;Biacher
wikipedia2;25;8;unter
wikipedia2;25;9;Duck
wikipedia2;25;10;gmàcht
wikipedia2;25;11;.
wikipedia2;26;1;Bsundersch
wikipedia2;26;2;ìntressànt
wikipedia2;26;3;ìsch
wikipedia2;26;4;ànna
wikipedia2;26;5;1466
wikipedia2;26;6;si
wikipedia2;26;7;Druck
wikipedia2;26;8;vu
wikipedia2;26;9;dr
wikipedia2;26;10;„
wikipedia2;26;11;Mentelin-Bibel
wikipedia2;26;12;“
wikipedia2;26;13;ìn
wikipedia2;26;14;Hochditsch
wikipedia2;26;15;àlso
wikipedia2;26;16;ìn'ra
wikipedia2;26;17;Volkssproch
wikipedia2;26;18;.
wikipedia2;27;1;Dia
wikipedia2;27;2;Bibel
wikipedia2;27;3;ìsch
wikipedia2;27;4;drittzeh
wikipedia2;27;5;Mol
wikipedia2;27;6;wìdder
wikipedia2;27;7;druckt
wikipedia2;27;8;worra
wikipedia2;27;9;vu
wikipedia2;27;10;verschìedena
wikipedia2;27;11;Drucker
wikipedia2;27;12;ìm
wikipedia2;27;13;südditscha
wikipedia2;27;14;Sprochrüüm
wikipedia2;27;15;bis
wikipedia2;27;16;d
wikipedia2;27;17;Veräffentligung
wikipedia2;27;18;vu
wikipedia2;27;19;dr
wikipedia2;27;20;Luther-Bibel
wikipedia2;27;21;.
Hoflieferant_p53;1;1;Brüchsch
Hoflieferant_p53;1;2;kenn
Hoflieferant_p53;1;3;Angscht
Hoflieferant_p53;1;4;ze
Hoflieferant_p53;1;5;han
Hoflieferant_p53;1;6;for
Hoflieferant_p53;1;7;mich
Hoflieferant_p53;1;8;,
Hoflieferant_p53;1;9;papa
Hoflieferant_p53;1;10;.
Hoflieferant_p53;2;1;Ich
Hoflieferant_p53;2;2;hab
Hoflieferant_p53;2;3;eini
Hoflieferant_p53;2;4;im
Hoflieferant_p53;2;5;Au
Hoflieferant_p53;2;6;,
Hoflieferant_p53;2;7;wie
Hoflieferant_p53;2;8;sowohl
Hoflieferant_p53;2;9;vum
Hoflieferant_p53;2;10;wisseschaftliche
Hoflieferant_p53;2;11;,
Hoflieferant_p53;2;12;als
Hoflieferant_p53;2;13;au
Hoflieferant_p53;2;14;vum
Hoflieferant_p53;2;15;praktische
Hoflieferant_p53;2;16;unn
Hoflieferant_p53;2;17;vum
Hoflieferant_p53;2;18;menschliche
Hoflieferant_p53;2;19;Standpunkt
Hoflieferant_p53;2;20;üs
Hoflieferant_p53;2;21;mine-n-
Hoflieferant_p53;2;22;Anforderunge
Hoflieferant_p53;2;23;entschpricht
Hoflieferant_p53;2;24;.
Hoflieferant_p53;3;1;Unn
Hoflieferant_p53;3;2;ich
Hoflieferant_p53;3;3;hab
Hoflieferant_p53;3;4;hytt
Hoflieferant_p53;3;5;de-n-
Hoflieferant_p53;3;6;Entschluss
Hoflieferant_p53;3;7;gfasst
Hoflieferant_p53;3;8;,
Hoflieferant_p53;3;9;nur
Hoflieferant_p53;3;10;die
Hoflieferant_p53;3;11;Frau
Hoflieferant_p53;3;12;ze
Hoflieferant_p53;3;13;hierothe
Hoflieferant_p53;3;14;,
Hoflieferant_p53;3;15;wie
Hoflieferant_p53;3;16;mir
Hoflieferant_p53;3;17;passt
Hoflieferant_p53;3;18;.
Hoflieferant_p53;4;1;Bravo
Hoflieferant_p53;4;2;,
Hoflieferant_p53;4;3;Auguste
Hoflieferant_p53;4;4;,
Hoflieferant_p53;4;5;ganz
Hoflieferant_p53;4;6;vun
Hoflieferant_p53;4;7;minere
Hoflieferant_p53;4;8;Meinung
Hoflieferant_p53;4;9;!
Hoflieferant_p53;5;1;Dini
Hoflieferant_p53;5;2;Aprobation
Hoflieferant_p53;5;3;brücht
Hoflieferant_p53;5;4;'r
Hoflieferant_p53;5;5;allewäj
Hoflieferant_p53;5;6;!
Hoflieferant_p53;6;1;Ich
Hoflieferant_p53;6;2;mach
Hoflieferant_p53;6;3;'s
Hoflieferant_p53;6;4;également
Hoflieferant_p53;6;5;eso
Hoflieferant_p53;6;6;.
Hoflieferant_p53;7;1;Bravo
Hoflieferant_p53;7;2;!
Hoflieferant_p53;8;1;Alls
Hoflieferant_p53;8;2;besser
Hoflieferant_p53;8;3;!
Hoflieferant_p53;9;1;Eh
Hoflieferant_p53;9;2;bien
Hoflieferant_p53;9;3;,
Hoflieferant_p53;9;4;ich
Hoflieferant_p53;9;5;garantier
Hoflieferant_p53;9;6;Ejch
Hoflieferant_p53;9;7;,
Hoflieferant_p53;9;8;dass
Hoflieferant_p53;9;9;Ihr
Hoflieferant_p53;9;10;mine
Hoflieferant_p53;9;11;Wille
Hoflieferant_p53;9;12;reschpektiere
Hoflieferant_p53;9;13;wäre
Hoflieferant_p53;9;14;!
Hoflieferant_p53;10;1;Du
Hoflieferant_p53;10;2;,
Hoflieferant_p53;10;3;Auguste
Hoflieferant_p53;10;4;,
Hoflieferant_p53;10;5;hierotsch
Hoflieferant_p53;10;6;d'
Hoflieferant_p53;10;7;mademoiselle
Hoflieferant_p53;10;8;Riemer
Hoflieferant_p53;10;9;.
Hoflieferant_p53;11;1;Papa
Hoflieferant_p53;11;2;niemols
Hoflieferant_p53;11;3;!
Hoflieferant_p53;12;1;Unn
Hoflieferant_p53;12;2;wenn
Hoflieferant_p53;12;3;du
Hoflieferant_p53;12;4;bis
Hoflieferant_p53;12;5;an
Hoflieferant_p53;12;6;de
Hoflieferant_p53;12;7;plafond
Hoflieferant_p53;12;8;springsch
Hoflieferant_p53;12;9;!
Hoflieferant_p53;13;1;Fallt
Hoflieferant_p53;13;2;m'r
Hoflieferant_p53;13;3;nit
Hoflieferant_p53;13;4;in
Hoflieferant_p53;13;5;so
Hoflieferant_p53;13;6;hoch
Hoflieferant_p53;13;7;ze
Hoflieferant_p53;13;8;springe
Hoflieferant_p53;13;9;!
Hoflieferant_p53;14;1;Geh
Hoflieferant_p53;14;2;e
Hoflieferant_p53;14;3;Gottsnamme
Hoflieferant_p53;14;4;im
Hoflieferant_p53;14;5;Deifel
Hoflieferant_p53;14;6;zue
Hoflieferant_p53;14;7;,
Hoflieferant_p53;14;8;no
Hoflieferant_p53;14;9;rennsch
Hoflieferant_p53;14;10;au
Hoflieferant_p53;14;11;kein
Hoflieferant_p53;14;12;Heiliger
Hoflieferant_p53;14;13;um
Hoflieferant_p53;14;14;!
Hoflieferant_p53;15;1;Awwer
Hoflieferant_p53;15;2;,
Hoflieferant_p53;15;3;papa
Hoflieferant_p53;15;4;!
Hoflieferant_p53;16;1;Toi
Hoflieferant_p53;16;2;,
Hoflieferant_p53;16;3;tais-toi
Hoflieferant_p53;16;4;!
Hoflieferant_p53;17;1;Unn
Hoflieferant_p53;17;2;du
Hoflieferant_p53;17;3;hierothsch
Hoflieferant_p53;17;4;de
Hoflieferant_p53;17;5;Baron
Hoflieferant_p53;17;6;de
Hoflieferant_p53;17;7;Rose
Hoflieferant_p53;17;8;,
Hoflieferant_p53;17;9;wie
Hoflieferant_p53;17;10;am
Hoflieferant_p53;17;11;Sundaa
Hoflieferant_p53;17;12;uff
Hoflieferant_p53;17;13;Visit
Hoflieferant_p53;17;14;kummt
Hoflieferant_p53;17;15;.
Hoflieferant_p53;18;1;Niemols
Hoflieferant_p53;18;2;,
Hoflieferant_p53;18;3;Babbe
Hoflieferant_p53;18;4;!
Hoflieferant_p53;19;1;Niemols
Hoflieferant_p53;19;2;!
Hoflieferant_p53;20;1;So
Hoflieferant_p53;20;2;?
Hoflieferant_p53;21;1;Eh
Hoflieferant_p53;21;2;bien
Hoflieferant_p53;21;3;,
Hoflieferant_p53;21;4;ich
Hoflieferant_p53;21;5;will
Hoflieferant_p53;21;6;sehn
Hoflieferant_p53;21;7;,
Hoflieferant_p53;21;8;wer
Hoflieferant_p53;21;9;Herr
Hoflieferant_p53;21;10;im
Hoflieferant_p53;21;11;Hüs
Hoflieferant_p53;21;12;isch
Hoflieferant_p53;21;13;,
Hoflieferant_p53;21;14;ich
Hoflieferant_p53;21;15;odder
Hoflieferant_p53;21;16;Ihr
Hoflieferant_p53;21;17;!
Hoflieferant_p53;22;1;O
Hoflieferant_p53;22;2;,
Hoflieferant_p53;22;3;wie
Hoflieferant_p53;22;4;bin
Hoflieferant_p53;22;5;ich
Hoflieferant_p53;22;6;unglüecklich
Hoflieferant_p53;22;7;!
Hoflieferant_p53;23;1;Charles
Hoflieferant_p53;23;2;,
Hoflieferant_p53;23;3;wenn
Hoflieferant_p53;23;4;du
Hoflieferant_p53;23;5;wüescht
Hoflieferant_p53;23;6;,
Hoflieferant_p53;23;7;wie
Hoflieferant_p53;23;8;ich
Hoflieferant_p53;23;9;dich
Hoflieferant_p53;23;10;gern
Hoflieferant_p53;23;11;hab
Hoflieferant_p53;23;12;!
Hoflieferant_p53;24;1;Lisa
Hoflieferant_p53;24;2;!
Hoflieferant_p53;25;1;Charles
Hoflieferant_p53;25;2;,
Hoflieferant_p53;25;3;ich
Hoflieferant_p53;25;4;hab
Hoflieferant_p53;25;5;dich
Hoflieferant_p53;25;6;gar
Hoflieferant_p53;25;7;nit
Hoflieferant_p53;25;8;erüs
Hoflieferant_p53;25;9;höre
Hoflieferant_p53;25;10;kumme
Hoflieferant_p53;25;11;.
Hoflieferant_p53;26;1;Du
Hoflieferant_p53;26;2;hesch
Hoflieferant_p53;26;3;doch
Hoflieferant_p53;26;4;nit
Hoflieferant_p53;26;5;ghört
Hoflieferant_p53;26;6;,
Hoflieferant_p53;26;7;was
Hoflieferant_p53;26;8;ich
Hoflieferant_p53;26;9;ewe
Hoflieferant_p53;26;10;do
Hoflieferant_p53;26;11;for
Hoflieferant_p53;26;12;mich
Hoflieferant_p53;26;13;gsaat
Hoflieferant_p53;26;14;hab
Hoflieferant_p53;26;15;?
